ITEM번호	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	상점 판매가	상점에서 살 때	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
11707	Heuk-Gui-Gab	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	270000	11707	0	50	LEVEL	62	LIMIT_NONE	0	APPLY_MOV_SPEED	8	APPLY_RESIST_MAGIC	8	APPLY_NONE	0	0	84	0	21	0	0	80	3	0
11708	Ma-Sin-Gab	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	340000	11708	0	50	LEVEL	71	LIMIT_NONE	0	APPLY_MOV_SPEED	9	APPLY_RESIST_MAGIC	9	APPLY_NONE	0	0	93	0	22	0	0	80	3	0
11709	Ma-Ryoung-Sin-Gab	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	ITEM_TUNABLE	WEAR_BODY	NONE	100000	430000	11709	0	50	LEVEL	80	LIMIT_NONE	0	APPLY_MOV_SPEED	10	APPLY_RESIST_MAGIC	10	APPLY_NONE	0	0	102	0	23	0	0	80	3	0
11800	Crimson Clothing+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	3000	11801	163	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	0	0	1	0
11801	Crimson Clothing+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11802	164	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	3	0	1	0
11802	Crimson Clothing+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11803	165	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	6	0	1	0
11803	Crimson Clothing+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11804	166	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	9	0	1	0
11804	Crimson Clothing+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	5000	11805	167	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	12	30	1	0
11805	Crimson Clothing+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	11806	168	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0
11806	Crimson Clothing+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	11807	169	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	18	50	1	0
11807	Crimson Clothing+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	20000	11808	170	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	21	65	1	0
11808	Crimson Clothing+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	40000	11809	171	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	24	80	1	0
11809	Crimson Clothing+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	3000	80000	0	0	15	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	27	100	1	0
11810	Turquoise Clothing+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11811	163	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	0	0	1	0
11811	Turquoise Clothing+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11812	164	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	3	0	1	0
11812	Turquoise Clothing+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11813	165	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	6	0	1	0
11813	Turquoise Clothing+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	5000	11814	166	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	9	0	1	0
11814	Turquoise Clothing+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	10000	11815	167	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	12	30	1	0
11815	Turquoise Clothing+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	15000	11816	168	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	15	40	1	0
11816	Turquoise Clothing+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	20000	11817	169	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	18	50	1	0
11817	Turquoise Clothing+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	35000	11818	170	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	21	65	1	0
11818	Turquoise Clothing+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	65000	11819	171	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	24	80	1	0
11819	Turquoise Clothing+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	5000	135000	0	0	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	27	100	1	0
11820	Pink Clothing+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	8000	11821	163	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	0	0	1	0
11821	Pink Clothing+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	10000	11822	164	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	3	0	1	0
11822	Pink Clothing+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	10000	11823	165	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	6	0	1	0
11823	Pink Clothing+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	10000	11824	166	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	9	0	1	0
11824	Pink Clothing+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	15000	11825	167	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	12	30	1	0
11825	Pink Clothing+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	20000	11826	168	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	15	40	1	0
11826	Pink Clothing+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	30000	11827	169	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	18	50	1	0
11827	Pink Clothing+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	55000	11828	170	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	21	65	1	0
11828	Pink Clothing+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	100000	11829	171	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	24	80	1	0
11829	Pink Clothing+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	8000	215000	0	0	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	27	100	1	0
11830	Amorous Clothing+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	12000	11831	172	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	0	0	2	0
11831	Amorous Clothing+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	15000	11832	173	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	3	0	2	0
11832	Amorous Clothing+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	15000	11833	174	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	6	0	2	0
11833	Amorous Clothing+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	15000	11834	175	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	9	0	2	0
11834	Amorous Clothing+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	20000	11835	176	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	12	30	2	0
11835	Amorous Clothing+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	20000	11836	177	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	15	40	2	0
11836	Amorous Clothing+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	25000	11837	178	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	18	50	2	0
11837	Amorous Clothing+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	30000	11838	179	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	21	65	2	0
11838	Amorous Clothing+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	40000	11839	180	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	24	80	2	0
11839	Amorous Clothing+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	12000	50000	0	0	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	27	100	2	0
11840	Heavenly Clothing+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	11841	172	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	0	0	2	0
11841	Heavenly Clothing+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	11842	173	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	3	0	2	0
11842	Heavenly Clothing+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	11843	174	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	6	0	2	0
11843	Heavenly Clothing+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	11844	175	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	9	0	2	0
11844	Heavenly Clothing+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	25000	11845	176	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	12	30	2	0
11845	Heavenly Clothing+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	30000	11846	177	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	15	40	2	0
11846	Heavenly Clothing+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	35000	11847	178	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	18	50	2	0
11847	Heavenly Clothing+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	40000	11848	179	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	21	65	2	0
11848	Heavenly Clothing+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	50000	11849	180	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	24	80	2	0
11849	Heavenly Clothing+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	65000	0	0	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	27	100	2	0
11850	Sun Clothing+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	11851	172	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	0	0	2	0
11851	Sun Clothing+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	11852	173	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	3	0	2	0
11852	Sun Clothing+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	11853	174	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	6	0	2	0
11853	Sun Clothing+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	11854	175	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	9	0	2	0
11854	Sun Clothing+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	25000	11855	176	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	12	30	2	0
11855	Sun Clothing+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	30000	11856	177	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	15	40	2	0
11856	Sun Clothing+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	35000	11857	178	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	18	50	2	0
11857	Sun Clothing+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	40000	11858	179	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	21	65	2	0
11858	Sun Clothing+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	50000	11859	180	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	24	80	2	0
11859	Sun Clothing+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	15000	65000	0	0	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	27	100	2	0
11860	Clothing of Morality+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	80000	11861	181	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	0	0	3	0
11861	Clothing of Morality+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	90000	11862	182	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	3	0	3	0
11862	Clothing of Morality+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	95000	11863	183	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	6	0	3	0
11863	Clothing of Morality+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	110000	11864	184	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	9	0	3	0
11864	Clothing of Morality+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	125000	11865	185	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	12	30	3	0
11865	Clothing of Morality+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	145000	11866	186	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	15	40	3	0
11866	Clothing of Morality+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	175000	11867	187	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	18	50	3	0
11867	Clothing of Morality+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	215000	11868	188	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	21	65	3	0
11868	Clothing of Morality+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	270000	11869	189	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	24	80	3	0
11869	Clothing of Morality+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	80000	345000	0	0	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	27	100	3	0
11870	Orange Cat Dress+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	ITEM_TUNABLE	WEAR_BODY	NONE	100000	100000	11871	181	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	0	0	3	0
